_id,_rowOrder,ItemID,Brand,Department,Group,Name,FullPrice,DiscountPrice,Size,Quantity,SizeRangeType,Style,GenderID,Gender,SeasonID,Season,Barcode,SKU,StoreBarcode
Table83,82,21248451,12 STOREEZ,N/A,N/A,full square buckle belt,329.0,329.0,80,1,BELTS WOMEN'S CM,120893,249,,83844203,SS24,2021248451216,120893,2112089305001
Table84,83,21260763,12 STOREEZ,N/A,N/A,almond-toe leather loafers,1055.0,1055.0,36,1,SHOES WOMEN'S IT,121974,249,,83844203,SS24,2021260763212,121974,4640153879724
Table85,84,21262159,12 STOREEZ,N/A,N/A,round-toe wool sneakers,945.0,945.0,40,1,SHOES WOMEN'S IT,122199,249,,83844203,SS24,2021262159297,122199,4640153880423
Table86,85,21261771,12 STOREEZ,N/A,N/A,knitted palazzo trousers,999.0,999.0,L,1,12 Storeez Women Clothing Standard,121486,249,,83844203,SS24,2021261771216,121486,2112148667002
Table87,86,21262139,12 STOREEZ,N/A,N/A,long belted trench coat,1429.0,1429.0,XS,1,12 Storeez Women Clothing Standard,119513,249,,83844203,SS24,2021262139183,119513,2111951373001
Table88,87,21262139,12 STOREEZ,N/A,N/A,long belted trench coat,1429.0,1429.0,M,1,12 Storeez Women Clothing Standard,119513,249,,83844203,SS24,2021262139206,119513,2111951368007
Table89,88,21262139,12 STOREEZ,N/A,N/A,long belted trench coat,1429.0,1429.0,L,1,12 Storeez Women Clothing Standard,119513,249,,83844203,SS24,2021262139213,119513,2111951367000
Table90,89,21262139,12 STOREEZ,N/A,N/A,long belted trench coat,1429.0,1429.0,XL,1,12 Storeez Women Clothing Standard,119513,249,,83844203,SS24,2021262139220,119513,2111951302001
Table91,90,21262133,12 STOREEZ,N/A,N/A,classic-collar merino wool cardigan,725.0,725.0,XXS,1,12 Storeez Women Clothing Standard,119349,249,,83844203,SS24,2021262133174,119349,2111934975000
Table92,91,21262130,12 STOREEZ,N/A,N/A,fine-knit short-sleeved T-shirt,605.0,605.0,S,1,12 Storeez Women Clothing Standard,121491,249,,83844203,SS24,2021262130197,121491,2112149171003
Table93,92,21262130,12 STOREEZ,N/A,N/A,fine-knit short-sleeved T-shirt,605.0,605.0,L,1,12 Storeez Women Clothing Standard,121491,249,,83844203,SS24,2021262130210,121491,2112149167006
Table94,93,21261785,12 STOREEZ,N/A,N/A,jersey-texture side-slit straight skirt,605.0,605.0,XS,1,12 Storeez Women Clothing Standard,121191,249,,83844203,SS24,2021261785183,121191,2112119173006
Table95,94,21262132,12 STOREEZ,N/A,N/A,high-neck padded gilet,1099.0,1099.0,XL,1,12 Storeez Women Clothing Standard,121318,249,,83844203,SS24,2021262132221,121318,2112131802007
Table96,95,21262131,12 STOREEZ,N/A,N/A,high-neck padded gilet,1099.0,1099.0,L,1,12 Storeez Women Clothing Standard,121319,249,,83844203,SS24,2021262131217,121319,2112131967003
Table97,96,21262137,12 STOREEZ,N/A,N/A,sleeveless hemp minidress,1319.0,1319.0,S,1,12 Storeez Women Clothing Standard,120618,249,,83844203,SS24,2021262137196,120618,2112061871005
Table98,97,21262137,12 STOREEZ,N/A,N/A,sleeveless hemp minidress,1319.0,1319.0,L,1,12 Storeez Women Clothing Standard,120618,249,,83844203,SS24,2021262137219,120618,2112061867008
Table99,98,21261772,12 STOREEZ,N/A,N/A,draped asymmetric long dress,835.0,835.0,XXS,1,12 Storeez Women Clothing Standard,121211,249,,83844203,SS24,2021261772176,121211,2112121175005
Table100,99,21261772,12 STOREEZ,N/A,N/A,draped asymmetric long dress,835.0,835.0,M,1,12 Storeez Women Clothing Standard,121211,249,,83844203,SS24,2021261772206,121211,2112121168007
Table101,100,21262135,12 STOREEZ,N/A,N/A,ribbed-knit merino wool tank top,439.0,439.0,L,1,12 Storeez Women Clothing Standard,122261,249,,83844203,SS24,2021262135215,122261,2112226167004
Table102,101,21262135,12 STOREEZ,N/A,N/A,ribbed-knit merino wool tank top,439.0,439.0,XL,1,12 Storeez Women Clothing Standard,122261,249,,83844203,SS24,2021262135222,122261,2112226102005
Table103,102,21261776,12 STOREEZ,N/A,N/A,merino ribbed tank top,439.0,439.0,L,1,12 Storeez Women Clothing Standard,121173,249,,83844203,SS24,2021261776211,121173,2112117367001
Table104,103,21262159,12 STOREEZ,N/A,N/A,round-toe wool sneakers,945.0,945.0,39,1,SHOES WOMEN'S IT,122199,249,,83844203,SS24,2021262159273,122199,4640153880393
Table105,104,21260766,12 STOREEZ,N/A,N/A,asymmetric draped cowl-neck gown,835.0,835.0,M,1,12 Storeez Women Clothing Standard,121210,249,,83844203,SS24,2021260766206,121210,2112121068000
Table106,105,21262146,12 STOREEZ,N/A,N/A,lyocell palazzo trousers,725.0,725.0,S,1,12 Storeez Women Clothing Standard,121113,249,,83844203,SS24,2021262146198,121113,2112111371004
Table107,106,21262152,12 STOREEZ,N/A,N/A,quilted padded jacket,1429.0,1429.0,XL,1,12 Storeez Women Clothing Standard,121337,249,,83844203,SS24,2021262152229,121337,2112133702008
Table108,107,21260774,12 STOREEZ,N/A,N/A,button-up V-neck cardigan,1099.0,1099.0,XS,1,12 Storeez Women Clothing Standard,121489,249,,83844203,SS24,2021260774188,121489,2112148973004
Table109,108,21262147,12 STOREEZ,N/A,N/A,short-sleeve merino wool top,495.0,495.0,XS,1,12 Storeez Women Clothing Standard,119357,249,,83844203,SS24,2021262147188,119357,2111935773001
Table110,109,21260779,12 STOREEZ,N/A,N/A,classic-collar merino wool cardigan,725.0,725.0,XXS,1,12 Storeez Women Clothing Standard,119351,249,,83844203,SS24,2021260779176,119351,2111935175003
Table111,110,21260779,12 STOREEZ,N/A,N/A,classic-collar merino wool cardigan,725.0,725.0,S,1,12 Storeez Women Clothing Standard,119351,249,,83844203,SS24,2021260779190,119351,2111935171005
Table112,111,21260779,12 STOREEZ,N/A,N/A,classic-collar merino wool cardigan,725.0,725.0,XL,1,12 Storeez Women Clothing Standard,119351,249,,83844203,SS24,2021260779220,119351,2111935102009
Table113,112,21262149,12 STOREEZ,N/A,N/A,Candiani 431 wide-leg jeans,945.0,945.0,28/32,1,12 Storeez Women Jeans Width/Length (in),121209,249,,83844203,SS24,2021262149267,121209,2112120919006
Table114,113,21262142,12 STOREEZ,N/A,N/A,drawstring hooded jacket,1099.0,1099.0,XS,1,12 Storeez Women Clothing Standard,119694,249,,83844203,SS24,2021262142183,119694,2111969473007
Table115,114,21262149,12 STOREEZ,N/A,N/A,Candiani 431 wide-leg jeans,945.0,945.0,25/32,1,12 Storeez Women Jeans Width/Length (in),121209,249,,83844203,SS24,2021262149205,121209,2112120907003
Table116,115,21262149,12 STOREEZ,N/A,N/A,Candiani 431 wide-leg jeans,945.0,945.0,30/32,1,12 Storeez Women Jeans Width/Length (in),121209,249,,83844203,SS24,2021262149304,121209,2112120929005
Table117,116,21262142,12 STOREEZ,N/A,N/A,drawstring hooded jacket,1099.0,1099.0,L,1,12 Storeez Women Clothing Standard,119694,249,,83844203,SS24,2021262142213,119694,2111969467006
Table118,117,21262142,12 STOREEZ,N/A,N/A,drawstring hooded jacket,1099.0,1099.0,S,1,12 Storeez Women Clothing Standard,119694,249,,83844203,SS24,2021262142190,119694,2111969471003
Table119,118,21262142,12 STOREEZ,N/A,N/A,drawstring hooded jacket,1099.0,1099.0,XL,1,12 Storeez Women Clothing Standard,119694,249,,83844203,SS24,2021262142220,119694,2111969402007
Table120,119,21261772,12 STOREEZ,N/A,N/A,draped asymmetric long dress,835.0,835.0,L,1,12 Storeez Women Clothing Standard,121211,249,,83844203,SS24,2021261772213,121211,2112121167000
Table121,120,21262136,12 STOREEZ,N/A,N/A,lightweight padded puffer jacket,1429.0,1429.0,XL,1,12 Storeez Women Clothing Standard,121336,249,,83844203,SS24,2021262136229,121336,2112133602001
Table122,121,21262136,12 STOREEZ,N/A,N/A,lightweight padded puffer jacket,1429.0,1429.0,L,1,12 Storeez Women Clothing Standard,121336,249,,83844203,SS24,2021262136212,121336,2112133667000
Table123,122,21260763,12 STOREEZ,N/A,N/A,almond-toe leather loafers,1055.0,1055.0,35,1,SHOES WOMEN'S IT,121974,249,,83844203,SS24,2021260763199,121974,4640153879700
Table124,123,21260763,12 STOREEZ,N/A,N/A,almond-toe leather loafers,1055.0,1055.0,40,1,SHOES WOMEN'S IT,121974,249,,83844203,SS24,2021260763298,121974,4640153879809
Table125,124,21453700,12 STOREEZ,N/A,N/A,wool-blend belted coat,3575.0,3575.0,XS,1,12 Storeez Women Clothing Standard,121820,249,,83844203,SS24,2021453700185,121820,2112182073005
Table126,125,21453700,12 STOREEZ,N/A,N/A,wool-blend belted coat,3575.0,3575.0,M,1,12 Storeez Women Clothing Standard,121820,249,,83844203,SS24,2021453700208,121820,2112182068001
Table127,126,21453700,12 STOREEZ,N/A,N/A,wool-blend belted coat,3575.0,3575.0,XL,1,12 Storeez Women Clothing Standard,121820,249,,83844203,SS24,2021453700222,121820,2112182002005
Table128,127,21454781,12 STOREEZ,N/A,N/A,grained-leather low-top sneakers,945.0,945.0,35,1,SHOES WOMEN'S IT,121938,249,,83844203,SS24,2021454781190,121938,2112193851005
Table129,128,21455146,12 STOREEZ,N/A,N/A,65mm square-toe leather pumps,1319.0,1319.0,39,1,SHOES WOMEN'S IT,122453,249,,83844203,SS24,2021455146271,122453,4640153879649
Table130,129,21455130,12 STOREEZ,N/A,N/A,suede leather ankle boots,1319.0,1319.0,41,1,SHOES WOMEN'S IT,122238,249,,83844203,SS24,2021455130317,122238,4620209501182
Table131,130,21455137,12 STOREEZ,N/A,N/A,slip-on felted wool sneakers,945.0,945.0,35,1,SHOES WOMEN'S IT,122200,249,,83844203,SS24,2021455137194,122200,4640153880287
Table132,131,21453701,12 STOREEZ,N/A,N/A,belted cashmere coat,9899.0,9899.0,XS,1,12 Storeez Women Clothing Standard,121792,249,,83844203,SS24,2021453701182,121792,2112179273005
Table133,132,21453701,12 STOREEZ,N/A,N/A,belted cashmere coat,9899.0,9899.0,M,1,12 Storeez Women Clothing Standard,121792,249,,83844203,SS24,2021453701205,121792,2112179268001
Table134,133,21455134,12 STOREEZ,N/A,N/A,wool-blend belted coat,3575.0,3575.0,S,1,12 Storeez Women Clothing Standard,121814,249,,83844203,SS24,2021455134193,121814,2112181471000
Table135,134,21455146,12 STOREEZ,N/A,N/A,65mm square-toe leather pumps,1319.0,1319.0,36,1,SHOES WOMEN'S IT,122453,249,,83844203,SS24,2021455146219,122453,4640153879588
Table136,135,21453697,12 STOREEZ,N/A,N/A,wool-blend jacket,1979.0,1979.0,L,1,12 Storeez Women Clothing Standard,121817,249,,83844203,SS24,2021453697218,121817,2112181767004
Table137,136,21454788,12 STOREEZ,N/A,N/A,roll-neck ribbed wool jumper,605.0,605.0,XS,1,12 Storeez Women Clothing Standard,121718,249,,83844203,SS24,2021454788182,121718,2112171873005
Table138,137,21453688,12 STOREEZ,N/A,N/A,V-neck mulberry silk top,495.0,495.0,XL,1,12 Storeez Women Clothing Standard,116581,249,,83844203,SS24,2021453688223,116581,2111658195005
Table139,138,21454780,12 STOREEZ,N/A,N/A,wool-blend belted coat,3575.0,3575.0,M,1,12 Storeez Women Clothing Standard,121815,249,,83844203,SS24,2021454780209,121815,2112181568007
Table140,139,21454785,12 STOREEZ,N/A,N/A,striped cotton T-shirt,439.0,439.0,L,1,12 Storeez Women Clothing Standard,121856,249,,83844203,SS24,2021454785211,121856,2112185667003
Table141,140,21453709,12 STOREEZ,N/A,N/A,Mercerised cotton T-shirt,329.0,329.0,S,1,12 Storeez Women Clothing Standard,121151,249,,83844203,SS24,2021453709195,121151,2112115171006
Table142,141,21454772,12 STOREEZ,N/A,N/A,crew-neck cotton T-shirt,329.0,329.0,S,1,12 Storeez Women Clothing Standard,121848,249,,83844203,SS24,2021454772198,121848,2112184871005
