item_id,brand,department,group_stocks,name_stocks,full_price,discount_price,"""size""",quantity,size_range_type,"""style""",gender_id,gender,season_id,season,barcode,sku,store_barcode
20902158,12 STOREEZ,,,drawstring-waist straight-leg trousers ,605.0,605.0,XXS,1,12 Storeez Women Clothing Standard,114974,249,,83844203,SS24,2020902158171,114974,2111497450006.0
20901734,12 STOREEZ,,,Pyjama-style linen set,835.0,835.0,S,1,12 Storeez Women Clothing Standard,111437,249,,83844203,SS24,2020901734192,114371,2111437165007.0
20903099,12 STOREEZ,,,sleeveless V-neck fine-knit midi dress,835.0,835.0,L,1,12 Storeez Women Clothing Standard,121935,249,,83844203,SS24,2020903099213,121935,2112193567005.0
20903105,12 STOREEZ,,,embroidered cotton palazzo pants,605.0,605.0,S,1,12 Storeez Women Clothing Standard,115313,249,,58261828,AW23,2020903105198,115313,2111531365006.0
20901739,12 STOREEZ,,,Balloon organic cotton minidress,549.0,549.0,M,1,12 Storeez Women Clothing Standard,120933,249,,83844203,SS24,2020901739203,120933,2112093368009.0
20905208,12 STOREEZ,,,round-neck crop top ,275.0,275.0,XL,1,12 Storeez Women Clothing Standard,119605,249,,83844203,SS24,2020905208224,119605,2111960502003.0
20904616,12 STOREEZ,,,square-neck ribbed-knit top ,385.0,385.0,XS,1,12 Storeez Women Clothing Standard,120199,249,,83844203,SS24,2020904616181,120199,2112019973003.0
20904626,12 STOREEZ,,,round-neck merino tank top,385.0,385.0,XXS,1,12 Storeez Women Clothing Standard,119352,249,,83844203,SS24,2020904626173,119352,2111935275000.0
20904626,12 STOREEZ,,,round-neck merino tank top,385.0,385.0,XS,1,12 Storeez Women Clothing Standard,119352,249,,83844203,SS24,2020904626180,119352,2111935273006.0
20904626,12 STOREEZ,,,round-neck merino tank top,385.0,385.0,M,1,12 Storeez Women Clothing Standard,119352,249,,83844203,SS24,2020904626203,119352,2111935268002.0
20904634,12 STOREEZ,,,round-neck merino tank top ,385.0,385.0,M,1,12 Storeez Women Clothing Standard,119354,249,,83844203,SS24,2020904634208,119354,2111935468006.0
20904637,12 STOREEZ,,,scoop-neck sleeveless tank top ,385.0,385.0,XL,1,12 Storeez Women Clothing Standard,120198,249,,83844203,SS24,2020904637223,120198,2112019802006.0
20904637,12 STOREEZ,,,scoop-neck sleeveless tank top ,385.0,385.0,XS,1,12 Storeez Women Clothing Standard,120198,249,,83844203,SS24,2020904637186,120198,2112019873006.0
20905209,12 STOREEZ,,,round-neck cotton T-shirt ,235.0,235.0,S,1,12 Storeez Women Clothing Standard,120811,249,,83844203,SS24,2020905209191,120811,2112081171000.0
20905206,12 STOREEZ,,,V-neck cotton-blend cardigan,835.0,835.0,L,1,12 Storeez Women Clothing Standard,120206,249,,83844203,SS24,2020905206213,120206,2112020667007.0
20904643,12 STOREEZ,,,ribbed-knit hooded jumper ,835.0,835.0,XS,1,12 Storeez Women Clothing Standard,119254,249,,83844203,SS24,2020904643187,119254,2111925473003.0
20922055,12 STOREEZ,,,touch-strap suede sandals ,1055.0,1055.0,38,1,SHOES WOMEN'S IT,121212,249,,83844203,SS24,2020922055252,121212,4640153874767.0
20922058,12 STOREEZ,,,touch-strap leather sandals ,1055.0,1055.0,41,1,SHOES WOMEN'S IT,119980,249,,83844203,SS24,2020922058314,119980,4640153869381.0
20922061,12 STOREEZ,,,touch-strap flat sandals,889.0,889.0,35,1,SHOES WOMEN'S IT,114315,249,,83844203,SS24,2020922061192,114315,2111431535004.0
20922061,12 STOREEZ,,,touch-strap flat sandals,889.0,889.0,36,1,SHOES WOMEN'S IT,114315,249,,83844203,SS24,2020922061215,114315,2111431536001.0
20922060,12 STOREEZ,,,grained-leather flat sandals ,999.0,999.0,41,1,SHOES WOMEN'S IT,120854,249,,83844203,SS24,2020922060317,120854,4640153873319.0
20921870,12 STOREEZ,,,lace-up leather sneakers ,945.0,945.0,36,1,SHOES WOMEN'S IT,118899,249,,83844203,SS24,2020921870214,118899,4640153860791.0
20921871,12 STOREEZ,,,Terry flat sandals ,889.0,889.0,37,1,SHOES WOMEN'S IT,121229,249,,83844203,SS24,2020921871235,121229,4640153869169.0
20921871,12 STOREEZ,,,Terry flat sandals ,889.0,889.0,39,1,SHOES WOMEN'S IT,121229,249,,83844203,SS24,2020921871273,121229,4640153869206.0
20921871,12 STOREEZ,,,Terry flat sandals ,889.0,889.0,41,1,SHOES WOMEN'S IT,121229,249,,83844203,SS24,2020921871310,121229,4640153869244.0
20921915,12 STOREEZ,,,half-sleeved cotton T-Shirt ,255.0,255.0,L,1,12 Storeez Women Clothing Standard,121238,249,,83844203,SS24,2020921915212,121238,2112123867007.0
20920813,12 STOREEZ,,,round-neck cotton cardigan,725.0,725.0,M,1,12 Storeez Women Clothing Standard,120555,249,,83844203,SS24,2020920813205,120555,2112055568003.0
20920815,12 STOREEZ,,,sleeveless linen-cotton maxi dress,835.0,835.0,S,1,12 Storeez Women Clothing Standard,120537,249,,83844203,SS24,2020920815193,120537,2112053771009.0
20920811,12 STOREEZ,,,denim mini skirt ,495.0,495.0,27,1,12 Storeez Women Jeans Waist (in),119653,249,,83844203,SS24,2020920811201,119653,2111965306002.0
20921918,12 STOREEZ,,,half-sleeved cotton T-Shirt ,255.0,255.0,L,1,12 Storeez Women Clothing Standard,121239,249,,83844203,SS24,2020921918213,121239,2112123967004.0
20964596,12 STOREEZ,,,65mm square-toe leather mules ,835.0,835.0,37,1,SHOES WOMEN'S IT,119996,249,,83844203,SS24,2020964596232,119996,4640153870066.0
20964596,12 STOREEZ,,,65mm square-toe leather mules ,835.0,835.0,41,1,SHOES WOMEN'S IT,119996,249,,83844203,SS24,2020964596317,119996,4640153870103.0
20966178,12 STOREEZ,,,60mm stiletto sandals,835.0,835.0,35,1,SHOES WOMEN'S IT,121518,249,,83844203,SS24,2020966178191,121518,4640153877584.0
20966178,12 STOREEZ,,,60mm stiletto sandals,835.0,835.0,41,1,SHOES WOMEN'S IT,121518,249,,83844203,SS24,2020966178313,121518,4640153878000.0
20964597,12 STOREEZ,,,matte-finish sleeveless midi dress,945.0,945.0,XXS,1,12 Storeez Women Clothing Standard,120122,249,,83844203,SS24,2020964597178,120122,2112012275005.0
20964597,12 STOREEZ,,,matte-finish sleeveless midi dress,945.0,945.0,S,1,12 Storeez Women Clothing Standard,120122,249,,83844203,SS24,2020964597192,120122,2112012271007.0
20964594,12 STOREEZ,,,grained-texture leather mules ,769.0,769.0,37,1,SHOES WOMEN'S IT,119979,249,,83844203,SS24,2020964594238,119979,4640153873906.0
20964594,12 STOREEZ,,,grained-texture leather mules ,769.0,769.0,35,1,SHOES WOMEN'S IT,119979,249,,83844203,SS24,2020964594191,119979,4640153873821.0
20964594,12 STOREEZ,,,grained-texture leather mules ,769.0,769.0,36,1,SHOES WOMEN'S IT,119979,249,,83844203,SS24,2020964594214,119979,4640153873869.0
20966196,12 STOREEZ,,,sleeveless crepe maxi dress,1319.0,1319.0,L,1,12 Storeez Women Clothing Standard,119419,249,,83844203,SS24,2020966196218,119419,2111941967005.0
20964599,12 STOREEZ,,,square-toe leather loafers ,1055.0,1055.0,35,1,SHOES WOMEN'S IT,119977,249,,83844203,SS24,2020964599196,119977,4640153873685.0
20964599,12 STOREEZ,,,square-toe leather loafers ,1055.0,1055.0,41,1,SHOES WOMEN'S IT,119977,249,,83844203,SS24,2020964599318,119977,4640153873807.0
20964592,12 STOREEZ,,,elasticated-waist wide-leg trousers,1099.0,1099.0,XS,1,12 Storeez Women Clothing Standard,119239,249,,83844203,SS24,2020964592180,119239,2111923973000.0
20966181,12 STOREEZ,,,sleeveless fine-ribbed long dress,725.0,725.0,L,1,12 Storeez Women Clothing Standard,120538,249,,83844203,SS24,2020966181214,120538,2112053867009.0
20964573,12 STOREEZ,,,square-toe leather slippers ,769.0,769.0,35,1,SHOES WOMEN'S IT,119978,249,,83844203,SS24,2020964573196,119978,4640153873814.0
20964573,12 STOREEZ,,,square-toe leather slippers ,769.0,769.0,36,1,SHOES WOMEN'S IT,119978,249,,83844203,SS24,2020964573219,119978,4640153873852.0
20964573,12 STOREEZ,,,square-toe leather slippers ,769.0,769.0,37,1,SHOES WOMEN'S IT,119978,249,,83844203,SS24,2020964573233,119978,4640153873890.0
20965358,12 STOREEZ,,,ribbed straight-leg trousers,889.0,889.0,L,1,12 Storeez Women Clothing Standard,120545,249,,83844203,SS24,2020965358211,120545,2112054567007.0
20966190,12 STOREEZ,,,strappy leather flat sandals,725.0,725.0,39,1,SHOES WOMEN'S IT,121515,249,,83844203,SS24,2020966190278,121515,4640153877836.0
20975363,12 STOREEZ,,,elasticated fine-knit wide-leg trousers,889.0,889.0,XS,1,12 Storeez Women Clothing Standard,120583,249,,83844203,SS24,2020975363182,120583,2112058373000.0
20973881,12 STOREEZ,,,pleated linen straight-leg trousers,835.0,835.0,XS,1,12 Storeez Women Clothing Standard,121014,249,,83844203,SS24,2020973881183,121014,2112101473008.0
20973863,12 STOREEZ,,,flat leather sandals,725.0,725.0,36,1,SHOES WOMEN'S IT,121516,249,,83844203,SS24,2020973863219,121516,4640153877638.0
20973863,12 STOREEZ,,,flat leather sandals,725.0,725.0,39,1,SHOES WOMEN'S IT,121516,249,,83844203,SS24,2020973863271,121516,4640153877843.0
20973863,12 STOREEZ,,,flat leather sandals,725.0,725.0,40,1,SHOES WOMEN'S IT,121516,249,,83844203,SS24,2020973863295,121516,4640153877911.0
20973885,12 STOREEZ,,,leather square-toe sandals,835.0,835.0,37,1,SHOES WOMEN'S IT,121519,249,,83844203,SS24,2020973885235,121519,4640153877737.0
20973885,12 STOREEZ,,,leather square-toe sandals,835.0,835.0,38,1,SHOES WOMEN'S IT,121519,249,,83844203,SS24,2020973885259,121519,4640153877805.0
20973854,12 STOREEZ,,,sleeveless maxi slip dress,945.0,945.0,XXS,1,12 Storeez Women Clothing Standard,120936,249,,83844203,SS24,2020973854170,120936,2112093675008.0
20973878,12 STOREEZ,,,side-stripe linen wide-leg trousers,835.0,835.0,L,1,12 Storeez Women Clothing Standard,120954,249,,83844203,SS24,2020973878213,120954,2112095467007.0
20973861,12 STOREEZ,,,60mm leather open-toe sandals,835.0,835.0,35,1,SHOES WOMEN'S IT,121517,249,,83844203,SS24,2020973861192,121517,4640153877577.0
20973861,12 STOREEZ,,,60mm leather open-toe sandals,835.0,835.0,38,1,SHOES WOMEN'S IT,121517,249,,83844203,SS24,2020973861253,121517,4640153877782.0
20973861,12 STOREEZ,,,60mm leather open-toe sandals,835.0,835.0,39,1,SHOES WOMEN'S IT,121517,249,,83844203,SS24,2020973861277,121517,4640153877850.0
20973861,12 STOREEZ,,,60mm leather open-toe sandals,835.0,835.0,40,1,SHOES WOMEN'S IT,121517,249,,83844203,SS24,2020973861291,121517,4640153877928.0
20973861,12 STOREEZ,,,60mm leather open-toe sandals,835.0,835.0,41,1,SHOES WOMEN'S IT,121517,249,,83844203,SS24,2020973861314,121517,4640153877997.0
20975354,12 STOREEZ,,,belted striped linen shirtdress,835.0,835.0,XS,1,12 Storeez Women Clothing Standard,121071,249,,83844203,SS24,2020975354180,121071,2112107173001.0
20975354,12 STOREEZ,,,belted striped linen shirtdress,835.0,835.0,M,1,12 Storeez Women Clothing Standard,121071,249,,83844203,SS24,2020975354203,121071,2112107168007.0
20975364,12 STOREEZ,,,crew-neck cotton T-shirt,255.0,255.0,XXS,1,12 Storeez Women Clothing Standard,121478,249,,83844203,SS24,2020975364172,121478,2112147875002.0
20973865,12 STOREEZ,,,matte linen double-breasted blazer,999.0,999.0,L,1,12 Storeez Women Clothing Standard,120695,249,,83844203,SS24,2020973865213,120695,2112069567009.0
20973866,12 STOREEZ,,,high-waisted maxi flared skirt,1539.0,1539.0,XS,1,12 Storeez Women Clothing Standard,120669,249,,83844203,SS24,2020973866180,120669,2112066973001.0
20973870,12 STOREEZ,,,double-strap 30mm leather sandals,835.0,835.0,35,1,SHOES WOMEN'S IT,121520,249,,83844203,SS24,2020973870194,121520,4640153877607.0
20973870,12 STOREEZ,,,double-strap 30mm leather sandals,835.0,835.0,40,1,SHOES WOMEN'S IT,121520,249,,83844203,SS24,2020973870293,121520,4640153877959.0
20973871,12 STOREEZ,,,V-neck buttoned knitted cardigan,835.0,835.0,M,1,12 Storeez Women Clothing Standard,120575,249,,83844203,SS24,2020973871207,120575,2112057568001.0
20973869,12 STOREEZ,,,V-neck buttoned knitted cardigan,835.0,835.0,M,1,12 Storeez Women Clothing Standard,120576,249,,83844203,SS24,2020973869204,120576,2112057668008.0
20973874,12 STOREEZ,,,stripe-detail linen wide-leg trousers,835.0,835.0,XS,1,12 Storeez Women Clothing Standard,120955,249,,83844203,SS24,2020973874185,120955,2112095573005.0
20973874,12 STOREEZ,,,stripe-detail linen wide-leg trousers,835.0,835.0,S,1,12 Storeez Women Clothing Standard,120955,249,,83844203,SS24,2020973874192,120955,2112095571001.0
20973866,12 STOREEZ,,,high-waisted maxi flared skirt,1539.0,1539.0,M,1,12 Storeez Women Clothing Standard,120669,249,,83844203,SS24,2020973866203,120669,2112066968007.0
20921871,12 STOREEZ,,,Terry flat sandals ,889.0,889.0,38,1,SHOES WOMEN'S IT,121229,249,,83844203,SS24,2020921871259,121229,4640153869183.0
20922060,12 STOREEZ,,,grained-leather flat sandals ,999.0,999.0,35,1,SHOES WOMEN'S IT,120854,249,,83844203,SS24,2020922060195,120854,4640153873326.0
20921918,12 STOREEZ,,,half-sleeved cotton T-Shirt ,255.0,255.0,XS,1,12 Storeez Women Clothing Standard,121239,249,,83844203,SS24,2020921918183,121239,2112123973005.0
20920814,12 STOREEZ,,,knitted mini skirt ,495.0,495.0,S,1,12 Storeez Women Clothing Standard,121551,249,,83844203,SS24,2020920814196,121551,2112155171004.0
20973870,12 STOREEZ,,,double-strap 30mm leather sandals,835.0,835.0,37,1,SHOES WOMEN'S IT,121520,249,,83844203,SS24,2020973870231,121520,4640153877744.0
20973870,12 STOREEZ,,,double-strap 30mm leather sandals,835.0,835.0,41,1,SHOES WOMEN'S IT,121520,249,,83844203,SS24,2020973870316,121520,4640153878024.0
21248456,12 STOREEZ,,,rectangle leather belt,329.0,329.0,80,1,BELTS WOMEN'S CM,114797,249,,83844203,SS24,2021248456211,114797,2111479776001.0
21248451,12 STOREEZ,,,full square buckle belt,329.0,329.0,80,1,BELTS WOMEN'S CM,120893,249,,83844203,SS24,2021248451216,120893,2112089305001.0
21260763,12 STOREEZ,,,almond-toe leather loafers,1055.0,1055.0,36,1,SHOES WOMEN'S IT,121974,249,,83844203,SS24,2021260763212,121974,4640153879724.0
21262159,12 STOREEZ,,,round-toe wool sneakers,945.0,945.0,40,1,SHOES WOMEN'S IT,122199,249,,83844203,SS24,2021262159297,122199,4640153880423.0
21261771,12 STOREEZ,,,knitted palazzo trousers,999.0,999.0,L,1,12 Storeez Women Clothing Standard,121486,249,,83844203,SS24,2021261771216,121486,2112148667002.0
21262139,12 STOREEZ,,,long belted trench coat,1429.0,1429.0,XS,1,12 Storeez Women Clothing Standard,119513,249,,83844203,SS24,2021262139183,119513,2111951373001.0
21262139,12 STOREEZ,,,long belted trench coat,1429.0,1429.0,M,1,12 Storeez Women Clothing Standard,119513,249,,83844203,SS24,2021262139206,119513,2111951368007.0
21262139,12 STOREEZ,,,long belted trench coat,1429.0,1429.0,L,1,12 Storeez Women Clothing Standard,119513,249,,83844203,SS24,2021262139213,119513,2111951367000.0
21262139,12 STOREEZ,,,long belted trench coat,1429.0,1429.0,XL,1,12 Storeez Women Clothing Standard,119513,249,,83844203,SS24,2021262139220,119513,2111951302001.0
21262133,12 STOREEZ,,,classic-collar merino wool cardigan,725.0,725.0,XXS,1,12 Storeez Women Clothing Standard,119349,249,,83844203,SS24,2021262133174,119349,2111934975000.0
21262130,12 STOREEZ,,,fine-knit short-sleeved T-shirt,605.0,605.0,S,1,12 Storeez Women Clothing Standard,121491,249,,83844203,SS24,2021262130197,121491,2112149171003.0
21262130,12 STOREEZ,,,fine-knit short-sleeved T-shirt,605.0,605.0,L,1,12 Storeez Women Clothing Standard,121491,249,,83844203,SS24,2021262130210,121491,2112149167006.0
21261785,12 STOREEZ,,,jersey-texture side-slit straight skirt,605.0,605.0,XS,1,12 Storeez Women Clothing Standard,121191,249,,83844203,SS24,2021261785183,121191,2112119173006.0
21262132,12 STOREEZ,,,high-neck padded gilet,1099.0,1099.0,XL,1,12 Storeez Women Clothing Standard,121318,249,,83844203,SS24,2021262132221,121318,2112131802007.0
21262131,12 STOREEZ,,,high-neck padded gilet,1099.0,1099.0,L,1,12 Storeez Women Clothing Standard,121319,249,,83844203,SS24,2021262131217,121319,2112131967003.0
21262137,12 STOREEZ,,,sleeveless hemp minidress,1319.0,1319.0,S,1,12 Storeez Women Clothing Standard,120618,249,,83844203,SS24,2021262137196,120618,2112061871005.0
21262137,12 STOREEZ,,,sleeveless hemp minidress,1319.0,1319.0,L,1,12 Storeez Women Clothing Standard,120618,249,,83844203,SS24,2021262137219,120618,2112061867008.0
21261772,12 STOREEZ,,,draped asymmetric long dress,835.0,835.0,XXS,1,12 Storeez Women Clothing Standard,121211,249,,83844203,SS24,2021261772176,121211,2112121175005.0
21261772,12 STOREEZ,,,draped asymmetric long dress,835.0,835.0,M,1,12 Storeez Women Clothing Standard,121211,249,,83844203,SS24,2021261772206,121211,2112121168007.0
21262135,12 STOREEZ,,,ribbed-knit merino wool tank top,439.0,439.0,L,1,12 Storeez Women Clothing Standard,122261,249,,83844203,SS24,2021262135215,122261,2112226167004.0
21262135,12 STOREEZ,,,ribbed-knit merino wool tank top,439.0,439.0,XL,1,12 Storeez Women Clothing Standard,122261,249,,83844203,SS24,2021262135222,122261,2112226102005.0
21261776,12 STOREEZ,,,merino ribbed tank top,439.0,439.0,L,1,12 Storeez Women Clothing Standard,121173,249,,83844203,SS24,2021261776211,121173,2112117367001.0
21262159,12 STOREEZ,,,round-toe wool sneakers,945.0,945.0,39,1,SHOES WOMEN'S IT,122199,249,,83844203,SS24,2021262159273,122199,4640153880393.0
21260766,12 STOREEZ,,,asymmetric draped cowl-neck gown,835.0,835.0,M,1,12 Storeez Women Clothing Standard,121210,249,,83844203,SS24,2021260766206,121210,2112121068000.0
21262146,12 STOREEZ,,,lyocell palazzo trousers,725.0,725.0,S,1,12 Storeez Women Clothing Standard,121113,249,,83844203,SS24,2021262146198,121113,2112111371004.0
21262152,12 STOREEZ,,,quilted padded jacket,1429.0,1429.0,XL,1,12 Storeez Women Clothing Standard,121337,249,,83844203,SS24,2021262152229,121337,2112133702008.0
21260774,12 STOREEZ,,,button-up V-neck cardigan,1099.0,1099.0,XS,1,12 Storeez Women Clothing Standard,121489,249,,83844203,SS24,2021260774188,121489,2112148973004.0
21262147,12 STOREEZ,,,short-sleeve merino wool top,495.0,495.0,XS,1,12 Storeez Women Clothing Standard,119357,249,,83844203,SS24,2021262147188,119357,2111935773001.0
21260779,12 STOREEZ,,,classic-collar merino wool cardigan,725.0,725.0,XXS,1,12 Storeez Women Clothing Standard,119351,249,,83844203,SS24,2021260779176,119351,2111935175003.0
21260779,12 STOREEZ,,,classic-collar merino wool cardigan,725.0,725.0,S,1,12 Storeez Women Clothing Standard,119351,249,,83844203,SS24,2021260779190,119351,2111935171005.0
21260779,12 STOREEZ,,,classic-collar merino wool cardigan,725.0,725.0,XL,1,12 Storeez Women Clothing Standard,119351,249,,83844203,SS24,2021260779220,119351,2111935102009.0
21262149,12 STOREEZ,,,Candiani 431 wide-leg jeans,945.0,945.0,28/32,1,12 Storeez Women Jeans Width/Length (in),121209,249,,83844203,SS24,2021262149267,121209,2112120919006.0
21262142,12 STOREEZ,,,drawstring hooded jacket,1099.0,1099.0,XS,1,12 Storeez Women Clothing Standard,119694,249,,83844203,SS24,2021262142183,119694,2111969473007.0
21262149,12 STOREEZ,,,Candiani 431 wide-leg jeans,945.0,945.0,25/32,1,12 Storeez Women Jeans Width/Length (in),121209,249,,83844203,SS24,2021262149205,121209,2112120907003.0
21262149,12 STOREEZ,,,Candiani 431 wide-leg jeans,945.0,945.0,30/32,1,12 Storeez Women Jeans Width/Length (in),121209,249,,83844203,SS24,2021262149304,121209,2112120929005.0
21262142,12 STOREEZ,,,drawstring hooded jacket,1099.0,1099.0,L,1,12 Storeez Women Clothing Standard,119694,249,,83844203,SS24,2021262142213,119694,2111969467006.0
21262142,12 STOREEZ,,,drawstring hooded jacket,1099.0,1099.0,S,1,12 Storeez Women Clothing Standard,119694,249,,83844203,SS24,2021262142190,119694,2111969471003.0
21262142,12 STOREEZ,,,drawstring hooded jacket,1099.0,1099.0,XL,1,12 Storeez Women Clothing Standard,119694,249,,83844203,SS24,2021262142220,119694,2111969402007.0
21261772,12 STOREEZ,,,draped asymmetric long dress,835.0,835.0,L,1,12 Storeez Women Clothing Standard,121211,249,,83844203,SS24,2021261772213,121211,2112121167000.0
21262136,12 STOREEZ,,,lightweight padded puffer jacket,1429.0,1429.0,XL,1,12 Storeez Women Clothing Standard,121336,249,,83844203,SS24,2021262136229,121336,2112133602001.0
21262136,12 STOREEZ,,,lightweight padded puffer jacket,1429.0,1429.0,L,1,12 Storeez Women Clothing Standard,121336,249,,83844203,SS24,2021262136212,121336,2112133667000.0
21260763,12 STOREEZ,,,almond-toe leather loafers,1055.0,1055.0,35,1,SHOES WOMEN'S IT,121974,249,,83844203,SS24,2021260763199,121974,4640153879700.0
21260763,12 STOREEZ,,,almond-toe leather loafers,1055.0,1055.0,40,1,SHOES WOMEN'S IT,121974,249,,83844203,SS24,2021260763298,121974,4640153879809.0
21453700,12 STOREEZ,,,wool-blend belted coat,3575.0,3575.0,XS,1,12 Storeez Women Clothing Standard,121820,249,,83844203,SS24,2021453700185,121820,2112182073005.0
21453700,12 STOREEZ,,,wool-blend belted coat,3575.0,3575.0,M,1,12 Storeez Women Clothing Standard,121820,249,,83844203,SS24,2021453700208,121820,2112182068001.0
21453700,12 STOREEZ,,,wool-blend belted coat,3575.0,3575.0,XL,1,12 Storeez Women Clothing Standard,121820,249,,83844203,SS24,2021453700222,121820,2112182002005.0
21454781,12 STOREEZ,,,grained-leather low-top sneakers,945.0,945.0,35,1,SHOES WOMEN'S IT,121938,249,,83844203,SS24,2021454781190,121938,2112193851005.0
21455146,12 STOREEZ,,,65mm square-toe leather pumps,1319.0,1319.0,39,1,SHOES WOMEN'S IT,122453,249,,83844203,SS24,2021455146271,122453,4640153879649.0
21455130,12 STOREEZ,,,suede leather ankle boots,1319.0,1319.0,41,1,SHOES WOMEN'S IT,122238,249,,83844203,SS24,2021455130317,122238,4620209501182.0
21455137,12 STOREEZ,,,slip-on felted wool sneakers,945.0,945.0,35,1,SHOES WOMEN'S IT,122200,249,,83844203,SS24,2021455137194,122200,4640153880287.0
21453701,12 STOREEZ,,,belted cashmere coat,9899.0,9899.0,XS,1,12 Storeez Women Clothing Standard,121792,249,,83844203,SS24,2021453701182,121792,2112179273005.0
21453701,12 STOREEZ,,,belted cashmere coat,9899.0,9899.0,M,1,12 Storeez Women Clothing Standard,121792,249,,83844203,SS24,2021453701205,121792,2112179268001.0
21455134,12 STOREEZ,,,wool-blend belted coat,3575.0,3575.0,S,1,12 Storeez Women Clothing Standard,121814,249,,83844203,SS24,2021455134193,121814,2112181471000.0
21455146,12 STOREEZ,,,65mm square-toe leather pumps,1319.0,1319.0,36,1,SHOES WOMEN'S IT,122453,249,,83844203,SS24,2021455146219,122453,4640153879588.0
21453697,12 STOREEZ,,,wool-blend jacket,1979.0,1979.0,L,1,12 Storeez Women Clothing Standard,121817,249,,83844203,SS24,2021453697218,121817,2112181767004.0
21454788,12 STOREEZ,,,roll-neck ribbed wool jumper,605.0,605.0,XS,1,12 Storeez Women Clothing Standard,121718,249,,83844203,SS24,2021454788182,121718,2112171873005.0
21453688,12 STOREEZ,,,V-neck mulberry silk top,495.0,495.0,XL,1,12 Storeez Women Clothing Standard,116581,249,,83844203,SS24,2021453688223,116581,2111658195005.0
21454780,12 STOREEZ,,,wool-blend belted coat,3575.0,3575.0,M,1,12 Storeez Women Clothing Standard,121815,249,,83844203,SS24,2021454780209,121815,2112181568007.0
21454785,12 STOREEZ,,,striped cotton T-shirt,439.0,439.0,L,1,12 Storeez Women Clothing Standard,121856,249,,83844203,SS24,2021454785211,121856,2112185667003.0
21453709,12 STOREEZ,,,Mercerised cotton T-shirt,329.0,329.0,S,1,12 Storeez Women Clothing Standard,121151,249,,83844203,SS24,2021453709195,121151,2112115171006.0
21454772,12 STOREEZ,,,crew-neck cotton T-shirt,329.0,329.0,S,1,12 Storeez Women Clothing Standard,121848,249,,83844203,SS24,2021454772198,121848,2112184871005.0
21454789,12 STOREEZ,,,suede ankle boots,1319.0,1319.0,35,1,SHOES WOMEN'S IT,122798,249,,83844203,SS24,2021454789196,122798,4620209501052.0
21455154,12 STOREEZ,,,long-sleeve cotton-blend jacket,1979.0,1979.0,M,1,12 Storeez Women Clothing Standard,119417,249,,83844203,SS24,2021455154207,119417,2111941768008.0
21455154,12 STOREEZ,,,long-sleeve cotton-blend jacket,1979.0,1979.0,L,1,12 Storeez Women Clothing Standard,119417,249,,83844203,SS24,2021455154214,119417,2111941767001.0
21454794,12 STOREEZ,,,belted single-breasted trench coat,1429.0,1429.0,L,1,12 Storeez Women Clothing Standard,119514,249,,83844203,SS24,2021454794213,119514,2111951467007.0
21453685,12 STOREEZ,,,sleeveless belted padded coat,1429.0,1429.0,L,1,12 Storeez Women Clothing Standard,121804,249,,83844203,SS24,2021453685215,121804,2112180467004.0
21453706,12 STOREEZ,,,button-up knitted top,999.0,999.0,XS,1,12 Storeez Women Clothing Standard,121706,249,,83844203,SS24,2021453706187,121706,2112170673002.0
21453706,12 STOREEZ,,,button-up knitted top,999.0,999.0,S,1,12 Storeez Women Clothing Standard,121706,249,,83844203,SS24,2021453706194,121706,2112170671008.0
21455140,12 STOREEZ,,,lace-up leather sneakers,945.0,945.0,40,1,SHOES WOMEN'S IT,122810,249,,83844203,SS24,2021455140293,122810,4640153880218.0
21454816,12 STOREEZ,,,side-slit mulberry-silk miniskirt,725.0,725.0,S,1,12 Storeez Women Clothing Standard,120687,249,,83844203,SS24,2021454816199,120687,2112068771001.0
21455145,12 STOREEZ,,,spread-collar jersey shirt,549.0,549.0,XXS,1,12 Storeez Women Clothing Standard,121180,249,,83844203,SS24,2021455145175,121180,2112118075004.0
21454793,12 STOREEZ,,,long-sleeve cotton shirt,549.0,549.0,XXS,1,12 Storeez Women Clothing Standard,118745,249,,83844203,SS24,2021454793179,118745,2111874575001.0
21454793,12 STOREEZ,,,long-sleeve cotton shirt,549.0,549.0,XL,1,12 Storeez Women Clothing Standard,118745,249,,83844203,SS24,2021454793223,118745,2111874502007.0
21453713,12 STOREEZ,,,65mm square-toe leather pumps,1319.0,1319.0,38,1,SHOES WOMEN'S IT,122454,249,,83844203,SS24,2021453713253,122454,4640153879632.0
21453700,12 STOREEZ,,,wool-blend belted coat,3575.0,3575.0,L,1,12 Storeez Women Clothing Standard,121820,249,,83844203,SS24,2021453700215,121820,2112182067004.0
21453715,12 STOREEZ,,,wool-cashmere cardigan,999.0,999.0,L,1,12 Storeez Women Clothing Standard,122219,249,,83844203,SS24,2021453715219,122219,2112221967005.0
21455162,12 STOREEZ,,,classic-collar cotton-blend jacket,1979.0,1979.0,M,1,12 Storeez Women Clothing Standard,119418,249,,83844203,SS24,2021455162202,119418,2111941868005.0
21455162,12 STOREEZ,,,classic-collar cotton-blend jacket,1979.0,1979.0,L,1,12 Storeez Women Clothing Standard,119418,249,,83844203,SS24,2021455162219,119418,2111941867008.0
21455162,12 STOREEZ,,,classic-collar cotton-blend jacket,1979.0,1979.0,XL,1,12 Storeez Women Clothing Standard,119418,249,,83844203,SS24,2021455162226,119418,2111941802009.0
